sa_id,phase,tier,title,registry_status,bucket,recipe_ok,recipe_path,verify_recipe,validation,proof_verdict,honest_proof,has_receipt,receipt_status,closeout_reporter,quarantined_yaml,machine_verify,missing_gaps,cycle_check,cycle_act,cycle_verify,queue_pos,queue_role
sa-0418,phase-s4-spine-loop,T0,Validate event bus panel in app.js renders tail topics,done,done,yes,prompts/phase-s4-spine-loop/T0/sa-0418.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,no,,,yes,yes,yes,,
sa-0419,phase-s4-spine-loop,T0,Document founder Refresh-only law for spine — no Terminal,done,done,yes,prompts/phase-s4-spine-loop/T0/sa-0419.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,no,,,yes,yes,yes,,
sa-0420,phase-s4-spine-loop,T0,Reject dispatch_ready true promotion in planner without eval+founder,done,done,yes,prompts/phase-s4-spine-loop/T0/sa-0420.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,no,,,yes,yes,yes,,
sa-0421,phase-s4-spine-loop,T0,Compare Claude loop-closure critique to live event bus tail,done,done,yes,prompts/phase-s4-spine-loop/T0/sa-0421.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,no,,,yes,yes,yes,,
sa-0422,phase-s4-spine-loop,T0,Add spine bridge row to council strategic brief if drift,done,done,yes,prompts/phase-s4-spine-loop/T0/sa-0422.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,no,,,yes,yes,yes,,
sa-0423,phase-s4-spine-loop,T0,Run find_critical_bugs after spine_bridge.py touch,done,done,yes,prompts/phase-s4-spine-loop/T0/sa-0423.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,no,,,yes,yes,yes,,
sa-0424,phase-s4-spine-loop,T0,Validate execution_spine progress_sync does not fake G3,done,done,yes,prompts/phase-s4-spine-loop/T0/sa-0424.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,no,,,yes,yes,yes,,
sa-0425,phase-s4-spine-loop,T0,Append SOURCEA-PRIORITY spine proof row when bridge event exists,done,done,yes,prompts/phase-s4-spine-loop/T0/sa-0425.md,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0426,phase-s4-spine-loop,T1,Validate graph-executor spine_bridge_ready field in hub payload,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0426.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0427,phase-s4-spine-loop,T1,Ensure planner_bridge_note explains pos-dispatch suggest state,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0427.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0428,phase-s4-spine-loop,T1,Run validate-spine-bridge-founder-v1.sh — proof event or smoke echo,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0428.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0429,phase-s4-spine-loop,T1,Founder-only: document Actions enqueue eval spine bridge steps in FOUNDER guide,backlog,validate_first,yes,prompts/phase-s4-spine-loop/T1/sa-0429.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,STRUCT_OK,BACKLOG,no,no,,,yes,,VALIDATE_FIRST,yes,no,no,,
sa-0430,phase-s4-spine-loop,T1,Verify runtime/event_bus/bus_v1.py API /api/event-bus-v1 returns topics,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0430.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0431,phase-s4-spine-loop,T1,Check execution_memory.jsonl appends on spine success only,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0431.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0432,phase-s4-spine-loop,T1,Validate graph_executor run_graph_executor on build without exception,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0432.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0433,phase-s4-spine-loop,T1,Cross-check spine_bridge.py planner_bridge_ready logic vs branches_registry,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0433.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0434,phase-s4-spine-loop,T1,Ensure no spine.bridge event fabricated without founder Action,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0434.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0435,phase-s4-spine-loop,T1,Run dispatch policy classifier for spine-bridge-founder task id,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0435.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0436,phase-s4-spine-loop,T1,Document loop closure proof in STRATEGIC synthesis bottleneck,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0436.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0437,phase-s4-spine-loop,T1,Compare D16 writeback vs loop closure in GPT synthesis doc,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0437.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0438,phase-s4-spine-loop,T1,Validate pos-dispatch stays suggest until council amends policy,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0438.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0439,phase-s4-spine-loop,T1,Add hub Actions panel entry for spine bridge if missing from founder_actions,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0439.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0440,phase-s4-spine-loop,T1,Run audit for graph-executor policy_class in GET /api/graph-executor-v1,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0440.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0441,phase-s4-spine-loop,T1,Harden spine smoke echo test idempotency,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0441.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0442,phase-s4-spine-loop,T1,Cross-check EXECUTION_TRUTH last_spine_success in PROGRAM_PROGRESS,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0442.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0443,phase-s4-spine-loop,T1,Validate event bus panel in app.js renders tail topics,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0443.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0444,phase-s4-spine-loop,T1,Document founder Refresh-only law for spine — no Terminal,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0444.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0445,phase-s4-spine-loop,T1,Reject dispatch_ready true promotion in planner without eval+founder,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0445.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0446,phase-s4-spine-loop,T1,Compare Claude loop-closure critique to live event bus tail,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0446.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0447,phase-s4-spine-loop,T1,Add spine bridge row to council strategic brief if drift,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0447.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0448,phase-s4-spine-loop,T1,Run find_critical_bugs after spine_bridge.py touch,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0448.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0449,phase-s4-spine-loop,T1,Validate execution_spine progress_sync does not fake G3,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0449.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0450,phase-s4-spine-loop,T1,Append SOURCEA-PRIORITY spine proof row when bridge event exists,done,done,yes,prompts/phase-s4-spine-loop/T1/sa-0450.md,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0451,phase-s4-spine-loop,T2,Validate graph-executor spine_bridge_ready field in hub payload,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0451.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0452,phase-s4-spine-loop,T2,Ensure planner_bridge_note explains pos-dispatch suggest state,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0452.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0453,phase-s4-spine-loop,T2,Run validate-spine-bridge-founder-v1.sh — proof event or smoke echo,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0453.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0454,phase-s4-spine-loop,T2,Founder-only: document Actions enqueue eval spine bridge steps in FOUNDER guide,backlog,validate_first,yes,prompts/phase-s4-spine-loop/T2/sa-0454.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,STRUCT_OK,BACKLOG,no,no,,,yes,,VALIDATE_FIRST,yes,no,no,,
sa-0455,phase-s4-spine-loop,T2,Verify runtime/event_bus/bus_v1.py API /api/event-bus-v1 returns topics,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0455.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0456,phase-s4-spine-loop,T2,Check execution_memory.jsonl appends on spine success only,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0456.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0457,phase-s4-spine-loop,T2,Validate graph_executor run_graph_executor on build without exception,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0457.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0458,phase-s4-spine-loop,T2,Cross-check spine_bridge.py planner_bridge_ready logic vs branches_registry,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0458.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0459,phase-s4-spine-loop,T2,Ensure no spine.bridge event fabricated without founder Action,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0459.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0460,phase-s4-spine-loop,T2,Run dispatch policy classifier for spine-bridge-founder task id,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0460.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0461,phase-s4-spine-loop,T2,Document loop closure proof in STRATEGIC synthesis bottleneck,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0461.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0462,phase-s4-spine-loop,T2,Compare D16 writeback vs loop closure in GPT synthesis doc,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0462.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0463,phase-s4-spine-loop,T2,Validate pos-dispatch stays suggest until council amends policy,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0463.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0464,phase-s4-spine-loop,T2,Add hub Actions panel entry for spine bridge if missing from founder_actions,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0464.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0465,phase-s4-spine-loop,T2,Run audit for graph-executor policy_class in GET /api/graph-executor-v1,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0465.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0466,phase-s4-spine-loop,T2,Harden spine smoke echo test idempotency,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0466.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0467,phase-s4-spine-loop,T2,Cross-check EXECUTION_TRUTH last_spine_success in PROGRAM_PROGRESS,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0467.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0468,phase-s4-spine-loop,T2,Validate event bus panel in app.js renders tail topics,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0468.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0469,phase-s4-spine-loop,T2,Document founder Refresh-only law for spine — no Terminal,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0469.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0470,phase-s4-spine-loop,T2,Reject dispatch_ready true promotion in planner without eval+founder,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0470.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0471,phase-s4-spine-loop,T2,Compare Claude loop-closure critique to live event bus tail,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0471.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0472,phase-s4-spine-loop,T2,Add spine bridge row to council strategic brief if drift,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0472.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0473,phase-s4-spine-loop,T2,Run find_critical_bugs after spine_bridge.py touch,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0473.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0474,phase-s4-spine-loop,T2,Validate execution_spine progress_sync does not fake G3,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0474.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0475,phase-s4-spine-loop,T2,Append SOURCEA-PRIORITY spine proof row when bridge event exists,done,done,yes,prompts/phase-s4-spine-loop/T2/sa-0475.md,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0476,phase-s4-spine-loop,T3,Validate graph-executor spine_bridge_ready field in hub payload,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0476.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0477,phase-s4-spine-loop,T3,Ensure planner_bridge_note explains pos-dispatch suggest state,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0477.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0478,phase-s4-spine-loop,T3,Run validate-spine-bridge-founder-v1.sh — proof event or smoke echo,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0478.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0479,phase-s4-spine-loop,T3,Founder-only: document Actions enqueue eval spine bridge steps in FOUNDER guide,backlog,validate_first,yes,prompts/phase-s4-spine-loop/T3/sa-0479.md,cd scripts && python3 find_critical_bugs.py,STRUCT_OK,BACKLOG,no,no,,,yes,,VALIDATE_FIRST,yes,no,no,,
sa-0480,phase-s4-spine-loop,T3,Verify runtime/event_bus/bus_v1.py API /api/event-bus-v1 returns topics,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0480.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0481,phase-s4-spine-loop,T3,Check execution_memory.jsonl appends on spine success only,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0481.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0482,phase-s4-spine-loop,T3,Validate graph_executor run_graph_executor on build without exception,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0482.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0483,phase-s4-spine-loop,T3,Cross-check spine_bridge.py planner_bridge_ready logic vs branches_registry,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0483.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0484,phase-s4-spine-loop,T3,Ensure no spine.bridge event fabricated without founder Action,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0484.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0485,phase-s4-spine-loop,T3,Run dispatch policy classifier for spine-bridge-founder task id,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0485.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0486,phase-s4-spine-loop,T3,Document loop closure proof in STRATEGIC synthesis bottleneck,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0486.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0487,phase-s4-spine-loop,T3,Compare D16 writeback vs loop closure in GPT synthesis doc,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0487.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0488,phase-s4-spine-loop,T3,Validate pos-dispatch stays suggest until council amends policy,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0488.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0489,phase-s4-spine-loop,T3,Add hub Actions panel entry for spine bridge if missing from founder_actions,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0489.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0490,phase-s4-spine-loop,T3,Run audit for graph-executor policy_class in GET /api/graph-executor-v1,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0490.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0491,phase-s4-spine-loop,T3,Harden spine smoke echo test idempotency,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0491.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0492,phase-s4-spine-loop,T3,Cross-check EXECUTION_TRUTH last_spine_success in PROGRAM_PROGRESS,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0492.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0493,phase-s4-spine-loop,T3,Validate event bus panel in app.js renders tail topics,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0493.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
sa-0494,phase-s4-spine-loop,T3,Document founder Refresh-only law for spine — no Terminal,done,done,yes,prompts/phase-s4-spine-loop/T3/sa-0494.md,cd scripts && python3 find_critical_bugs.py,PASS_DONE,HONEST_RECEIPT,yes,yes,DONE,goal1_lane_broker,yes,,,yes,yes,yes,,
