sa_id,phase,tier,title,registry_status,has_recipe_file,recipe_path,recipe_md_status,verify_recipe,proof_verdict,honest_proof,full_worker_cycle,has_receipt,receipt_status,receipt_at,receipt_path,has_closeout_yaml,closeout_reporter,closeout_at,closeout_evidence,missing_gaps
sa-0436,phase-s4-spine-loop,T1,Document loop closure proof in STRATEGIC synthesis bottleneck,backlog,yes,prompts/phase-s4-spine-loop/T1/sa-0436.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:43:59Z,pack13 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0437,phase-s4-spine-loop,T1,Compare D16 writeback vs loop closure in GPT synthesis doc,backlog,yes,prompts/phase-s4-spine-loop/T1/sa-0437.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:43:59Z,pack13 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0438,phase-s4-spine-loop,T1,Validate pos-dispatch stays suggest until council amends policy,backlog,yes,prompts/phase-s4-spine-loop/T1/sa-0438.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:43:59Z,pack13 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0439,phase-s4-spine-loop,T1,Add hub Actions panel entry for spine bridge if missing from founder_actions,backlog,yes,prompts/phase-s4-spine-loop/T1/sa-0439.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:43:59Z,pack13 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0440,phase-s4-spine-loop,T1,Run audit for graph-executor policy_class in GET /api/graph-executor-v1,backlog,yes,prompts/phase-s4-spine-loop/T1/sa-0440.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:43:59Z,pack13 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0441,phase-s4-spine-loop,T1,Harden spine smoke echo test idempotency,backlog,yes,prompts/phase-s4-spine-loop/T1/sa-0441.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:43:59Z,pack13 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0442,phase-s4-spine-loop,T1,Cross-check EXECUTION_TRUTH last_spine_success in PROGRAM_PROGRESS,backlog,yes,prompts/phase-s4-spine-loop/T1/sa-0442.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:43:59Z,pack13 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0443,phase-s4-spine-loop,T1,Validate event bus panel in app.js renders tail topics,backlog,yes,prompts/phase-s4-spine-loop/T1/sa-0443.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:43:59Z,pack13 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0444,phase-s4-spine-loop,T1,Document founder Refresh-only law for spine — no Terminal,backlog,yes,prompts/phase-s4-spine-loop/T1/sa-0444.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:44:00Z,pack13 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0445,phase-s4-spine-loop,T1,Reject dispatch_ready true promotion in planner without eval+founder,backlog,yes,prompts/phase-s4-spine-loop/T1/sa-0445.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:49:38Z,pack14 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0446,phase-s4-spine-loop,T1,Compare Claude loop-closure critique to live event bus tail,backlog,yes,prompts/phase-s4-spine-loop/T1/sa-0446.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:49:38Z,pack14 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0447,phase-s4-spine-loop,T1,Add spine bridge row to council strategic brief if drift,backlog,yes,prompts/phase-s4-spine-loop/T1/sa-0447.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:49:38Z,pack14 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0448,phase-s4-spine-loop,T1,Run find_critical_bugs after spine_bridge.py touch,backlog,yes,prompts/phase-s4-spine-loop/T1/sa-0448.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:49:38Z,pack14 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0449,phase-s4-spine-loop,T1,Validate execution_spine progress_sync does not fake G3,backlog,yes,prompts/phase-s4-spine-loop/T1/sa-0449.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:49:38Z,pack14 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0450,phase-s4-spine-loop,T1,Append SOURCEA-PRIORITY spine proof row when bridge event exists,backlog,yes,prompts/phase-s4-spine-loop/T1/sa-0450.md,backlog,cd scripts && bash validate-eval-packet-v1b-live.sh && bash validate-governance-fleet-v1.sh && python3 audit_hub_source_alignment.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:49:38Z,pack14 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0451,phase-s4-spine-loop,T2,Validate graph-executor spine_bridge_ready field in hub payload,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0451.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:49:38Z,pack14 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0452,phase-s4-spine-loop,T2,Ensure planner_bridge_note explains pos-dispatch suggest state,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0452.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:49:38Z,pack14 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0453,phase-s4-spine-loop,T2,Run validate-spine-bridge-founder-v1.sh — proof event or smoke echo,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0453.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:49:38Z,pack14 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0454,phase-s4-spine-loop,T2,Founder-only: document Actions enqueue eval spine bridge steps in FOUNDER guide,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0454.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:49:38Z,pack14 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0455,phase-s4-spine-loop,T2,Verify runtime/event_bus/bus_v1.py API /api/event-bus-v1 returns topics,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0455.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:51:24Z,pack15 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0456,phase-s4-spine-loop,T2,Check execution_memory.jsonl appends on spine success only,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0456.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:51:25Z,pack15 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0457,phase-s4-spine-loop,T2,Validate graph_executor run_graph_executor on build without exception,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0457.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:51:25Z,pack15 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0458,phase-s4-spine-loop,T2,Cross-check spine_bridge.py planner_bridge_ready logic vs branches_registry,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0458.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:51:25Z,pack15 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0459,phase-s4-spine-loop,T2,Ensure no spine.bridge event fabricated without founder Action,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0459.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:51:25Z,pack15 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0460,phase-s4-spine-loop,T2,Run dispatch policy classifier for spine-bridge-founder task id,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0460.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:51:25Z,pack15 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0461,phase-s4-spine-loop,T2,Document loop closure proof in STRATEGIC synthesis bottleneck,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0461.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:51:25Z,pack15 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0462,phase-s4-spine-loop,T2,Compare D16 writeback vs loop closure in GPT synthesis doc,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0462.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:51:25Z,pack15 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0463,phase-s4-spine-loop,T2,Validate pos-dispatch stays suggest until council amends policy,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0463.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:51:25Z,pack15 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0464,phase-s4-spine-loop,T2,Add hub Actions panel entry for spine bridge if missing from founder_actions,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0464.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:51:25Z,pack15 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0465,phase-s4-spine-loop,T2,Run audit for graph-executor policy_class in GET /api/graph-executor-v1,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0465.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:54:39Z,pack16 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0466,phase-s4-spine-loop,T2,Harden spine smoke echo test idempotency,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0466.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:54:39Z,pack16 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0467,phase-s4-spine-loop,T2,Cross-check EXECUTION_TRUTH last_spine_success in PROGRAM_PROGRESS,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0467.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:54:39Z,pack16 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0468,phase-s4-spine-loop,T2,Validate event bus panel in app.js renders tail topics,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0468.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:54:39Z,pack16 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0469,phase-s4-spine-loop,T2,Document founder Refresh-only law for spine — no Terminal,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0469.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:54:39Z,pack16 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0470,phase-s4-spine-loop,T2,Reject dispatch_ready true promotion in planner without eval+founder,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0470.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:54:39Z,pack16 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0471,phase-s4-spine-loop,T2,Compare Claude loop-closure critique to live event bus tail,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0471.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:54:39Z,pack16 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0472,phase-s4-spine-loop,T2,Add spine bridge row to council strategic brief if drift,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0472.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:54:39Z,pack16 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0473,phase-s4-spine-loop,T2,Run find_critical_bugs after spine_bridge.py touch,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0473.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:54:39Z,pack16 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0474,phase-s4-spine-loop,T2,Validate execution_spine progress_sync does not fake G3,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0474.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:54:39Z,pack16 spine-loop verify-only; validators+batch PASS,NOT_DONE
sa-0475,phase-s4-spine-loop,T2,Append SOURCEA-PRIORITY spine proof row when bridge event exists,backlog,yes,prompts/phase-s4-spine-loop/T2/sa-0475.md,backlog,cd scripts && python3 audit_backend_e2e.py && bash validate-spine-bridge-founder-v1.sh,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:55:18Z,pack17 spine-loop verify-only; spine+batch PASS,NOT_DONE
sa-0476,phase-s4-spine-loop,T3,Validate graph-executor spine_bridge_ready field in hub payload,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0476.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:55:18Z,pack17 spine-loop verify-only; spine+batch PASS,NOT_DONE
sa-0477,phase-s4-spine-loop,T3,Ensure planner_bridge_note explains pos-dispatch suggest state,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0477.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:55:19Z,pack17 spine-loop verify-only; spine+batch PASS,NOT_DONE
sa-0478,phase-s4-spine-loop,T3,Run validate-spine-bridge-founder-v1.sh — proof event or smoke echo,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0478.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:55:19Z,pack17 spine-loop verify-only; spine+batch PASS,NOT_DONE
sa-0479,phase-s4-spine-loop,T3,Founder-only: document Actions enqueue eval spine bridge steps in FOUNDER guide,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0479.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:55:19Z,pack17 spine-loop verify-only; spine+batch PASS,NOT_DONE
sa-0480,phase-s4-spine-loop,T3,Verify runtime/event_bus/bus_v1.py API /api/event-bus-v1 returns topics,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0480.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:55:19Z,pack17 spine-loop verify-only; spine+batch PASS,NOT_DONE
sa-0481,phase-s4-spine-loop,T3,Check execution_memory.jsonl appends on spine success only,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0481.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:55:19Z,pack17 spine-loop verify-only; spine+batch PASS,NOT_DONE
sa-0482,phase-s4-spine-loop,T3,Validate graph_executor run_graph_executor on build without exception,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0482.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:55:19Z,pack17 spine-loop verify-only; spine+batch PASS,NOT_DONE
sa-0483,phase-s4-spine-loop,T3,Cross-check spine_bridge.py planner_bridge_ready logic vs branches_registry,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0483.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:55:19Z,pack17 spine-loop verify-only; spine+batch PASS,NOT_DONE
sa-0484,phase-s4-spine-loop,T3,Ensure no spine.bridge event fabricated without founder Action,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0484.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T19:55:19Z,pack17 spine-loop verify-only; spine+batch PASS,NOT_DONE
sa-0485,phase-s4-spine-loop,T3,Run dispatch policy classifier for spine-bridge-founder task id,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0485.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:01:32Z,pack18 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0486,phase-s4-spine-loop,T3,Document loop closure proof in STRATEGIC synthesis bottleneck,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0486.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:01:32Z,pack18 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0487,phase-s4-spine-loop,T3,Compare D16 writeback vs loop closure in GPT synthesis doc,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0487.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:01:32Z,pack18 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0488,phase-s4-spine-loop,T3,Validate pos-dispatch stays suggest until council amends policy,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0488.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:01:32Z,pack18 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0489,phase-s4-spine-loop,T3,Add hub Actions panel entry for spine bridge if missing from founder_actions,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0489.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:01:32Z,pack18 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0490,phase-s4-spine-loop,T3,Run audit for graph-executor policy_class in GET /api/graph-executor-v1,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0490.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:01:32Z,pack18 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0491,phase-s4-spine-loop,T3,Harden spine smoke echo test idempotency,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0491.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:01:32Z,pack18 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0492,phase-s4-spine-loop,T3,Cross-check EXECUTION_TRUTH last_spine_success in PROGRAM_PROGRESS,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0492.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:01:32Z,pack18 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0493,phase-s4-spine-loop,T3,Validate event bus panel in app.js renders tail topics,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0493.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:01:33Z,pack18 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0494,phase-s4-spine-loop,T3,Document founder Refresh-only law for spine — no Terminal,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0494.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:01:33Z,pack18 spine-loop verify-only; dispatch+spine+batch PASS,NOT_DONE
sa-0495,phase-s4-spine-loop,T3,Reject dispatch_ready true promotion in planner without eval+founder,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0495.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:03:27Z,pack19 spine+wire verify-only; dispatch+spine+verify-wire+batch PASS,NOT_DONE
sa-0496,phase-s4-spine-loop,T3,Compare Claude loop-closure critique to live event bus tail,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0496.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:03:27Z,pack19 spine+wire verify-only; dispatch+spine+verify-wire+batch PASS,NOT_DONE
sa-0497,phase-s4-spine-loop,T3,Add spine bridge row to council strategic brief if drift,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0497.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:03:27Z,pack19 spine+wire verify-only; dispatch+spine+verify-wire+batch PASS,NOT_DONE
sa-0498,phase-s4-spine-loop,T3,Run find_critical_bugs after spine_bridge.py touch,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0498.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:03:27Z,pack19 spine+wire verify-only; dispatch+spine+verify-wire+batch PASS,NOT_DONE
sa-0499,phase-s4-spine-loop,T3,Validate execution_spine progress_sync does not fake G3,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0499.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:03:27Z,pack19 spine+wire verify-only; dispatch+spine+verify-wire+batch PASS,NOT_DONE
sa-0500,phase-s4-spine-loop,T3,Append SOURCEA-PRIORITY spine proof row when bridge event exists,backlog,yes,prompts/phase-s4-spine-loop/T3/sa-0500.md,backlog,cd scripts && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:03:27Z,pack19 spine+wire verify-only; dispatch+spine+verify-wire+batch PASS,NOT_DONE
sa-0501,phase-s5-commercial-lanes,T0,Validate P0-RUNRECEIPT progress_pct 100 when verify:wire passes,done,yes,prompts/phase-s5-commercial-lanes/T0/sa-0501.md,done,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,HONEST_RECEIPT,yes,no,yes,DONE,,/Users/sinakazemnezhad/Desktop/SourceA/receipts/sa-0501-receipt.json,no,,,,
sa-0502,phase-s5-commercial-lanes,T0,Run bash validate-verify-wire-v1.sh — RunReceipt artifact schema,backlog,yes,prompts/phase-s5-commercial-lanes/T0/sa-0502.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:03:27Z,pack19 spine+wire verify-only; dispatch+spine+verify-wire+batch PASS,NOT_DONE
sa-0503,phase-s5-commercial-lanes,T0,Cross-check TRUST_LEDGER_SCHEMA_LOCKED_v1.md FR-007 shipped signal,backlog,yes,prompts/phase-s5-commercial-lanes/T0/sa-0503.md,backlog,cd scripts && SINA_AUDIT_STRICT=1 python3 build-sina-command-panel.py && python3 find_critical_bugs.py,BACKLOG,no,no,no,,,,yes,cursor-worker-batch,2026-06-08T20:03:28Z,pack19 spine+wire verify-only; dispatch+spine+verify-wire+batch PASS,NOT_DONE
