id,source_path,filename,ext,size_bytes,subject,field,spec_tier,status
ic-01210,Sina Business/—W/What now?/TopCo/6/Final/V/10/New/Myron/Noetfield_Trust_Ledger_Myron_V2.docx,Noetfield_Trust_Ledger_Myron_V2.docx,.docx,38367,noetfield,ops,active,classified
ic-01211,Sina Business/—W/What now?/TopCo/6/Final/V/10/New/Emails/Noetfield_GTM_Email_Templates_and_Slide_Notes.docx,Noetfield_GTM_Email_Templates_and_Slide_Notes.docx,.docx,40230,noetfield,ops,draft,classified
ic-01212,Sina Business/Agent AI/n8n/n8n_selfhost_quickstart_publisher_agent.docx,n8n_selfhost_quickstart_publisher_agent.docx,.docx,38935,sina_os,prompt,draft,classified
ic-01213,Sina Business/Agent AI/n8n/‎⁨آموزش_قدم_به_قدم_n8n_Publisher_Agent⁩.docx,‎⁨آموزش_قدم_به_قدم_n8n_Publisher_Agent⁩.docx,.docx,41406,sina_os,prompt,draft,classified
ic-01214,Sina Business/Agent AI/n8n/Next_Tailscale_n8n_VPS_StepByStep.docx,Next_Tailscale_n8n_VPS_StepByStep.docx,.docx,37805,sina_os,prompt,draft,classified
ic-01215,Sina Business/Newthings/noetfield-hvac-launch-kit-v1.0/index.html,index.html,.html,5955,noetfield,code,active,classified
ic-01216,Sina Business/Newthings/noetfield-hvac-launch-kit-v1.0/README.md,README.md,.md,603,noetfield,ops,active,classified
ic-01217,Sina Business/Newthings/noetfield-hvac-launch-kit-v1.0/sitemap.xml,sitemap.xml,.xml,1117,noetfield,ops,active,classified
ic-01218,Sina Business/Newthings/noetfield-hvac-launch-kit-v1.0/robots.txt,robots.txt,.txt,71,noetfield,ops,active,classified
ic-01219,Sina Business/Newthings/noetfield-hvac-launch-kit-v1.0/demo/index.html,index.html,.html,6019,noetfield,code,active,classified
ic-01220,Sina Business/Newthings/noetfield-hvac-launch-kit-v1.0/quickscan/index.html,index.html,.html,5864,noetfield,code,active,classified
ic-01221,Sina Business/Newthings/noetfield-hvac-launch-kit-v1.0/thanks/index.html,index.html,.html,5303,noetfield,code,active,classified
ic-01222,Sina Business/Newthings/noetfield-hvac-launch-kit-v1.0/hvac/ai-receptionist/index.html,index.html,.html,10540,noetfield,code,active,classified
ic-01223,Sina Business/Newthings/noetfield-hvac-launch-kit-v1.0/hvac/after-hours/index.html,index.html,.html,6254,noetfield,code,active,classified
ic-01224,Sina Business/Newthings/noetfield-hvac-launch-kit-v1.0/assets/css/site.css,site.css,.css,7375,noetfield,code,active,classified
ic-01225,Sina Business/Newthings/noetfield-hvac-launch-kit-v1.0/assets/js/site.js,site.js,.js,1453,noetfield,code,active,classified
ic-01226,Sina Business/Newthings/noetfield-hvac-launch-kit-v1.0/assets/img/og-hvac.svg,og-hvac.svg,.svg,1331,noetfield,ops,active,classified
ic-01227,Sina Business/Products/Other/Daily_Control_Pack_Master_v1.docx,Daily_Control_Pack_Master_v1.docx,.docx,43868,noetfield,ops,active,classified
ic-01228,Sina Business/Resume/AI Class/Sina_K_Nezhad_Resume_BD_AI_20251024_025132.docx,Sina_K_Nezhad_Resume_BD_AI_20251024_025132.docx,.docx,38106,personal,ops,draft,classified
ic-01229,Sina Business/Resume/AI Class/AI_Filmmaking_Masterclass_FA.docx,AI_Filmmaking_Masterclass_FA.docx,.docx,4618,personal,ops,draft,classified
ic-01230,Sina Business/Resume/AI Class/AI_Filmmaking_Masterplan_EN_v1.0.docx,AI_Filmmaking_Masterplan_EN_v1.0.docx,.docx,5599,personal,ops,active,classified
ic-01231,Sina Business/Resume/Quick site/Omnirion_Holding_v1.1_FullPack.docx,Omnirion_Holding_v1.1_FullPack.docx,.docx,38340,personal,ops,active,classified
ic-01232,Sina Business/Resume/Quick site/Quick_Domain_Hosting_Guide_v1.docx,Quick_Domain_Hosting_Guide_v1.docx,.docx,38788,personal,ops,active,classified
ic-01233,Sina Business/Resume/Idea/Comparison_3_GTM_Models_v1.0.docx,Comparison_3_GTM_Models_v1.0.docx,.docx,39224,personal,ops,active,classified
ic-01234,Sina Business/Resume/Idea/Alignment_Check_Goals_vs_3Models_v1.0.docx,Alignment_Check_Goals_vs_3Models_v1.0.docx,.docx,37690,personal,ops,active,classified
ic-01235,Sina Business/Resume/Idea/CMS_Sample_Deliverables_Pack_20251017_190526.docx,CMS_Sample_Deliverables_Pack_20251017_190526.docx,.docx,38989,personal,ops,draft,classified
ic-01236,Sina Business/Resume/Idea/AI_Operator_Studio_Idea_Pack_v1.0.docx,AI_Operator_Studio_Idea_Pack_v1.0.docx,.docx,40140,personal,ops,active,classified
ic-01237,Sina Business/Resume/Idea/Freedom_Business_Coach_Builder_GTM_v1.0.docx,Freedom_Business_Coach_Builder_GTM_v1.0.docx,.docx,39822,personal,ops,active,classified
ic-01238,Sina Business/Resume/Idea/Elite_Move_AI_Operator_Hybrid_v1.0.docx,Elite_Move_AI_Operator_Hybrid_v1.0.docx,.docx,38306,personal,ops,active,classified
ic-01239,Sina Business/Resume/Idea/Master_Comparison_AI_Ideas_v1.0.docx,Master_Comparison_AI_Ideas_v1.0.docx,.docx,40140,personal,ops,active,classified
ic-01240,Sina Business/Resume/Upwork/Upwork_Sales_Comp_CompPlan_Memo_Sina_K_Nezhad.docx,Upwork_Sales_Comp_CompPlan_Memo_Sina_K_Nezhad.docx,.docx,39792,personal,ops,draft,classified
ic-01241,Sina Business/Resume/Upwork/Upwork_Sales_Comp_Cover_Letter_Sina_K_Nezhad.docx,Upwork_Sales_Comp_Cover_Letter_Sina_K_Nezhad.docx,.docx,38196,personal,ops,draft,classified
ic-01242,Sina Business/Oracle/Package/WitnessGrid_Tri_Comparison_v2.2.docx,WitnessGrid_Tri_Comparison_v2.2.docx,.docx,41099,witness,ops,active,classified
ic-01243,Sina Business/Oracle/Package/WitnessGrid_DesignPartner_Offer_EN_v1.docx,WitnessGrid_DesignPartner_Offer_EN_v1.docx,.docx,39443,witness,ops,active,classified
ic-01244,Sina Business/Oracle/Package/WitnessGrid_SecurityPack_v0.1_EN.docx,WitnessGrid_SecurityPack_v0.1_EN.docx,.docx,38788,witness,ops,active,classified
ic-01245,Sina Business/Oracle/Package/WitnessGrid_10Slide_Deck_EN_v1.docx,WitnessGrid_10Slide_Deck_EN_v1.docx,.docx,38179,witness,marketing,active,classified
ic-01246,Sina Business/Oracle/Package/12/WitnessGrid_Security_Pack_v2.1.zip,WitnessGrid_Security_Pack_v2.1.zip,.zip,381096,witness,code,active,classified
ic-01247,Sina Business/Oracle/Package/12/WitnessGrid_Procurement_Answer_Pack_v0.1.docx,WitnessGrid_Procurement_Answer_Pack_v0.1.docx,.docx,39354,witness,ops,active,classified
ic-01248,Sina Business/Oracle/Package/12/WitnessGrid_10Slide_Deck_v2.1.pptx,WitnessGrid_10Slide_Deck_v2.1.pptx,.pptx,36675,witness,marketing,active,classified
ic-01249,Sina Business/Oracle/Package/12/WitnessGrid_DesignPartner_Emails_Proposal_v2.1.docx,WitnessGrid_DesignPartner_Emails_Proposal_v2.1.docx,.docx,38717,witness,ops,active,classified
ic-01250,Sina Business/Oracle/Package/12/WitnessGrid_Board_Pack_v2.1.docx,WitnessGrid_Board_Pack_v2.1.docx,.docx,39294,witness,ops,active,classified
ic-01251,Sina Business/Oracle/Package/12/WitnessGrid_VC_Memo_v2.1.docx,WitnessGrid_VC_Memo_v2.1.docx,.docx,38585,witness,ops,active,classified
ic-01252,Sina Business/Oracle/Package/12/WitnessGrid_Security_Pack_v2.1/SecurityPack_INDEX_v2.1.docx,SecurityPack_INDEX_v2.1.docx,.docx,36804,witness,ops,active,classified
ic-01253,Sina Business/Oracle/Package/12/WitnessGrid_Security_Pack_v2.1/SecurityPack_Logging_Retention_v2.1.docx,SecurityPack_Logging_Retention_v2.1.docx,.docx,36853,witness,ops,active,classified
ic-01254,Sina Business/Oracle/Package/12/WitnessGrid_Security_Pack_v2.1/SecurityPack_SLA_SLO_v2.1.docx,SecurityPack_SLA_SLO_v2.1.docx,.docx,36863,witness,ops,active,classified
ic-01255,Sina Business/Oracle/Package/12/WitnessGrid_Security_Pack_v2.1/SecurityPack_Incident_Runbook_v2.1.docx,SecurityPack_Incident_Runbook_v2.1.docx,.docx,36914,witness,ops,active,classified
ic-01256,Sina Business/Oracle/Package/12/WitnessGrid_Security_Pack_v2.1/SecurityPack_DPA_Summary_v2.1.docx,SecurityPack_DPA_Summary_v2.1.docx,.docx,37005,witness,ops,active,classified
ic-01257,Sina Business/Oracle/Package/12/WitnessGrid_Security_Pack_v2.1/SecurityPack_DPIA_Template_v2.1.docx,SecurityPack_DPIA_Template_v2.1.docx,.docx,36919,witness,ops,active,classified
ic-01258,Sina Business/Oracle/Package/12/WitnessGrid_Security_Pack_v2.1/SecurityPack_Policy_Summary_v2.1.docx,SecurityPack_Policy_Summary_v2.1.docx,.docx,37279,witness,ops,active,classified
ic-01259,Sina Business/Oracle/Package/12/WitnessGrid_Security_Pack_v2.1/SecurityPack_Subprocessors_Register_v2.1.docx,SecurityPack_Subprocessors_Register_v2.1.docx,.docx,36741,witness,ops,active,classified
ic-01260,Sina Business/Oracle/Package/12/WitnessGrid_Security_Pack_v2.1/SecurityPack_QA_ShortForm_v2.1.docx,SecurityPack_QA_ShortForm_v2.1.docx,.docx,37392,witness,ops,active,classified
ic-01261,Sina Business/Oracle/Package/12/WitnessGrid_Security_Pack_v2.1/SecurityPack_PenTest_Plan_v2.1.docx,SecurityPack_PenTest_Plan_v2.1.docx,.docx,36896,witness,ops,active,classified
ic-01262,Sina Business/Oracle/Package/12/WitnessGrid_Security_Pack_v2.1/SecurityPack_SOC2_Roadmap_v2.1.docx,SecurityPack_SOC2_Roadmap_v2.1.docx,.docx,36862,witness,ops,active,classified
ic-01263,Sina Business/Oracle/Package/12/New/WitnessGrid_Simple_Steps_and_Glossary_v2.1.docx,WitnessGrid_Simple_Steps_and_Glossary_v2.1.docx,.docx,39296,witness,ops,active,classified
ic-01264,Sina Business/Oracle/Package/12/New/WitnessGrid_v2.1_StepByStep_to_Fundraise_and_Launch.docx,WitnessGrid_v2.1_StepByStep_to_Fundraise_and_Launch.docx,.docx,40725,witness,ops,active,classified
ic-01265,Sina Business/Oracle/Package/12/New/WitnessGrid_VC_IC_Memo_2p_v2.1.docx,WitnessGrid_VC_IC_Memo_2p_v2.1.docx,.docx,38182,witness,ops,active,classified
ic-01266,Sina Business/Oracle/Package/12/New/WitnessGrid_Board_OnePager_v2.1.docx,WitnessGrid_Board_OnePager_v2.1.docx,.docx,38020,witness,marketing,active,classified
ic-01267,Sina Business/Oracle/Package/12/New/WitnessGrid_Procurement_Detailed_Response_v2.1.docx,WitnessGrid_Procurement_Detailed_Response_v2.1.docx,.docx,39265,witness,ops,active,classified
ic-01268,Sina Business/Primepath/New Version/PrimePath_TwoPhase_Infrastructure_Plan.docx,PrimePath_TwoPhase_Infrastructure_Plan.docx,.docx,40699,virlux,ops,draft,classified
ic-01269,Sina Business/Primepath/New Version/prime_path_key_content_ids4_5_6_21.docx,prime_path_key_content_ids4_5_6_21.docx,.docx,41956,virlux,ops,draft,classified
ic-01270,Sina Business/Primepath/New Version/Prime_Path_Two_Phase_Infrastructure_Plan.docx,Prime_Path_Two_Phase_Infrastructure_Plan.docx,.docx,41248,virlux,ops,draft,classified
ic-01271,Sina Business/Primepath/Old version/PrimePath_Global_Overview_20251017_182924.docx,PrimePath_Global_Overview_20251017_182924.docx,.docx,38060,virlux,ops,draft,classified
ic-01272,Sina Business/Primepath/Old version/SaaS_vs_PSP_Plain_Guide_2025-10-14.docx,SaaS_vs_PSP_Plain_Guide_2025-10-14.docx,.docx,10503,virlux,ops,draft,classified
ic-01273,Sina Business/Primepath/Old version/PrimePath_Global_Services_Profile.docx,PrimePath_Global_Services_Profile.docx,.docx,38019,virlux,ops,draft,classified
ic-01274,Sina Business/Primepath/Old version/Omnirion_TechCo_PrimePath_Structure_2025-10-14.docx,Omnirion_TechCo_PrimePath_Structure_2025-10-14.docx,.docx,9467,virlux,ops,draft,classified
ic-01275,Sina Business/Primepath/Old version/Omnirion_Unified_Portfolio_Map_v1_2025-10-18.docx,Omnirion_Unified_Portfolio_Map_v1_2025-10-18.docx,.docx,41270,virlux,ops,active,classified
ic-01276,Sina Business/Primepath/Old version/OMNIRION_Farsi_Step_by_Step_v0.1.docx,OMNIRION_Farsi_Step_by_Step_v0.1.docx,.docx,40383,virlux,ops,active,classified
ic-01277,Sina Business/Primepath/Old version/Sina_K_Nezhad_Resume.docx,Sina_K_Nezhad_Resume.docx,.docx,38769,virlux,ops,draft,classified
ic-01278,Sina Business/Primepath/Old version/OMNIRION_Master_Blueprint_v0.1.docx,OMNIRION_Master_Blueprint_v0.1.docx,.docx,40515,virlux,ops,active,classified
ic-01279,Sina Business/ Noetfield Systems Inc – Corporate Records/Print/Noetfield_Inc_Initial_Director_Resolutions_NoDate_Business_Activities_v2.docx,Noetfield_Inc_Initial_Director_Resolutions_NoDate_Business_Activities_v2.docx,.docx,38398,noetfield,legal,active,classified
ic-01280,Sina Business/ Noetfield Systems Inc – Corporate Records/Print/Template_1_Board_Resolution_PayPal.docx,Template_1_Board_Resolution_PayPal.docx,.docx,37446,noetfield,legal,draft,classified
ic-01281,Sina Business/ Noetfield Systems Inc – Corporate Records/Print/PayPal_Verification_Templates_Pack.docx,PayPal_Verification_Templates_Pack.docx,.docx,38961,noetfield,legal,draft,classified
ic-01282,Sina Business/ Noetfield Systems Inc – Corporate Records/Print/Noetfield_Inc_Securities_Register_Template_NoDate_AddressFilled.docx,Noetfield_Inc_Securities_Register_Template_NoDate_AddressFilled.docx,.docx,37090,noetfield,legal,draft,classified
ic-01283,Sina Business/ Noetfield Systems Inc – Corporate Records/Print/Template_2_Certificate_of_Incumbency.docx,Template_2_Certificate_of_Incumbency.docx,.docx,37413,noetfield,legal,draft,classified
ic-01284,Sina Business/ Noetfield Systems Inc – Corporate Records/Print/Noetfield_Inc_Share_Certificate_No_1_NoDate_AddressFilled.docx,Noetfield_Inc_Share_Certificate_No_1_NoDate_AddressFilled.docx,.docx,36986,noetfield,legal,draft,classified
ic-01285,Sina Business/ Noetfield Systems Inc – Corporate Records/Print/CamScanner 2025-12-04 14.48.pdf,CamScanner 2025-12-04 14.48.pdf,.pdf,2434100,noetfield,legal,draft,classified
ic-01286,Sina Business/ Noetfield Systems Inc – Corporate Records/Print/Noetfield_Inc_Incorporation_Agreement_NoDate_AddressFilled.docx,Noetfield_Inc_Incorporation_Agreement_NoDate_AddressFilled.docx,.docx,37681,noetfield,legal,draft,classified
ic-01287,Sina Business/ Noetfield Systems Inc – Corporate Records/Print/PayPal_LOA_Noetfield_filled_Sina_Kazemnezhad.docx,PayPal_LOA_Noetfield_filled_Sina_Kazemnezhad.docx,.docx,37586,noetfield,legal,draft,classified
ic-01288,Sina Business/Canada MVp/Research/AI_Automation_Roadmap_CAD_v1.0.docx,AI_Automation_Roadmap_CAD_v1.0.docx,.docx,41837,noetfield,research,active,classified
ic-01289,Sina Business/Canada MVp/Research/AI_Automation_Proposal_90Day_BRA-Lab_v1.0.docx,AI_Automation_Proposal_90Day_BRA-Lab_v1.0.docx,.docx,40909,noetfield,research,active,classified
ic-01290,Sina Business/Canada MVp/Research/BRA-Lab_Launch_and_Funding_Playbook_v1.0.docx,BRA-Lab_Launch_and_Funding_Playbook_v1.0.docx,.docx,41196,noetfield,research,active,classified
ic-01291,Sina Business/Noetfield/Partner KIT/Noetfield_Partner_OnePager_v1_0.docx,Noetfield_Partner_OnePager_v1_0.docx,.docx,38623,noetfield,marketing,active,classified
ic-01292,Sina Business/Noetfield/Partner KIT/noetfield-sample-board-memo.pdf,noetfield-sample-board-memo.pdf,.pdf,5600,noetfield,ops,draft,classified
ic-01293,Sina Business/Noetfield/Partner KIT/Noetfield_Partner_Ready_Kit_v1_1.docx,Noetfield_Partner_Ready_Kit_v1_1.docx,.docx,42724,noetfield,ops,active,classified
ic-01294,Sina Business/Noetfield/Partner KIT/Noetfield_Procurement_Pack_v1_0.docx,Noetfield_Procurement_Pack_v1_0.docx,.docx,39585,noetfield,ops,active,classified
ic-01295,Sina Business/Noetfield/Partner KIT/noetfield-sample-ledger-entry.pdf,noetfield-sample-ledger-entry.pdf,.pdf,3641,noetfield,ops,draft,classified
ic-01296,Sina Business/Noetfield/LinkdIen/Noetfield_AI_Trust_Brief_LinkedIn_Feature_v1.docx,Noetfield_AI_Trust_Brief_LinkedIn_Feature_v1.docx,.docx,38507,noetfield,marketing,active,classified
ic-01297,Sina Business/Noetfield/LinkdIen/Noetfield_AI_Trust_Brief_OnePager_v1.docx,Noetfield_AI_Trust_Brief_OnePager_v1.docx,.docx,37621,noetfield,marketing,active,classified
ic-01298,Sina Business/Noetfield/Senior/Noetfield_Updated_One_Pager_v1_1_Resolved_Ambiguities.docx,Noetfield_Updated_One_Pager_v1_1_Resolved_Ambiguities.docx,.docx,38828,noetfield,marketing,active,classified
ic-01299,Sina Business/Noetfield/Senior/Noetfield_Updated_One_Pager_v1_1_Resolved_Ambiguities.pdf,Noetfield_Updated_One_Pager_v1_1_Resolved_Ambiguities.pdf,.pdf,65305,noetfield,marketing,active,classified
ic-01300,Sina Business/Noetfield/Senior/Noetfield_Resolution_Plan_One_Pager_v2.docx,Noetfield_Resolution_Plan_One_Pager_v2.docx,.docx,39958,noetfield,legal,active,classified
ic-01301,Sina Business/Noetfield/Senior/Noetfield_One_Pager_Critique_Questions_Ambiguities.pdf,Noetfield_One_Pager_Critique_Questions_Ambiguities.pdf,.pdf,78527,noetfield,marketing,draft,classified
ic-01302,Sina Business/Noetfield/Senior/Noetfield_AI_Governance_One_Pager_Pilot_Structure.docx,Noetfield_AI_Governance_One_Pager_Pilot_Structure.docx,.docx,38586,noetfield,spec,draft,classified
ic-01303,Sina Business/Noetfield/Senior/Noetfield_Resolution_Plan_One_Pager_v2.pdf,Noetfield_Resolution_Plan_One_Pager_v2.pdf,.pdf,77501,noetfield,legal,active,classified
ic-01304,Sina Business/Noetfield/Senior/Noetfield_AI_Governance_One_Pager_Pilot_Structure.pdf,Noetfield_AI_Governance_One_Pager_Pilot_Structure.pdf,.pdf,59278,noetfield,spec,draft,classified
ic-01305,Sina Business/Noetfield/Senior/Noetfield_One_Pager_Critique_Questions_Ambiguities.docx,Noetfield_One_Pager_Critique_Questions_Ambiguities.docx,.docx,39488,noetfield,marketing,draft,classified
ic-01306,Sina Business/Noetfield/What Next?/Noetfield_Partner_Program_v1_0.docx,Noetfield_Partner_Program_v1_0.docx,.docx,41076,noetfield,ops,active,classified
ic-01307,Sina Business/Noetfield/Sales/Noetfield_Copilot_Readiness_One-Pager_v2.docx,Noetfield_Copilot_Readiness_One-Pager_v2.docx,.docx,37864,noetfield,marketing,active,classified
ic-01308,Sina Business/Noetfield/Sales/Noetfield_Copilot_Readiness_One-Pager_v2.pdf,Noetfield_Copilot_Readiness_One-Pager_v2.pdf,.pdf,48349,noetfield,marketing,active,classified
ic-01309,Sina Business/Noetfield/FAQ/faq_index.html,faq_index.html,.html,183522,noetfield,code,draft,classified
ic-01310,Sina Business/Noetfield/FAQ/Noetfield_Buyer_FAQ_All_QA_v1.docx,Noetfield_Buyer_FAQ_All_QA_v1.docx,.docx,48234,noetfield,ops,active,classified
ic-01311,Sina Business/Noetfield/FAQ/Noetfield_Buyer_FAQ_18plus31_QuickScan_vs_Brief_Ledger.docx,Noetfield_Buyer_FAQ_18plus31_QuickScan_vs_Brief_Ledger.docx,.docx,42163,noetfield,marketing,draft,classified
ic-01312,Sina Business/Noetfield/FAQ/Noetfield_Buyer_FAQ_QuickScan_vs_Brief_Ledger.docx,Noetfield_Buyer_FAQ_QuickScan_vs_Brief_Ledger.docx,.docx,39336,noetfield,marketing,draft,classified
ic-01313,Sina Business/Noetfield/FAQ/faq_index 2.html,faq_index 2.html,.html,183522,noetfield,code,draft,classified
ic-01314,Sina Business/Noetfield/FAQ/Noetfield_Buyer_FAQ_Master_49plus20.docx,Noetfield_Buyer_FAQ_Master_49plus20.docx,.docx,43690,noetfield,ops,draft,classified
ic-01315,Sina Business/Noetfield/FAQ/Noetfield_FAQ_Extraction_and_Placement_Plan_v1.docx,Noetfield_FAQ_Extraction_and_Placement_Plan_v1.docx,.docx,45169,noetfield,ops,active,classified
ic-01316,Sina Business/Noetfield/FAQ/Noetfield_FAQ_IA_Prioritization_v1.docx,Noetfield_FAQ_IA_Prioritization_v1.docx,.docx,38981,noetfield,ops,active,classified
ic-01317,Sina Business/Noetfield/Landing Page/noetfield_landing_engine_form_steps_v0_1.docx,noetfield_landing_engine_form_steps_v0_1.docx,.docx,38622,noetfield,marketing,active,classified
ic-01318,Sina Business/Noetfield/Landing Page/noetfield_trust_brief_landing_copy_full_english_v0_2.docx,noetfield_trust_brief_landing_copy_full_english_v0_2.docx,.docx,39110,noetfield,marketing,active,classified
ic-01319,Sina Business/Noetfield/Landing Page/noetfield_trust_brief_landing_copy_v0_1.docx,noetfield_trust_brief_landing_copy_v0_1.docx,.docx,39095,noetfield,marketing,active,classified
ic-01320,Sina Business/Noetfield/Landing Page/noetfield_trust_brief_offer_v1.docx,noetfield_trust_brief_offer_v1.docx,.docx,38816,noetfield,marketing,active,classified
ic-01321,Sina Business/Noetfield/Landing Page/noetfield_3_day_launch_checklist_v0_1.docx,noetfield_3_day_launch_checklist_v0_1.docx,.docx,38395,noetfield,marketing,active,classified
ic-01322,Sina Business/Noetfield/Landing Page/noetfield_trust_brief_form_intro_copy_v0_1.docx,noetfield_trust_brief_form_intro_copy_v0_1.docx,.docx,36989,noetfield,marketing,active,classified
ic-01323,Sina Business/Noetfield/Landing Page/noetfield_trust_brief_application_form_fields_v0_1.docx,noetfield_trust_brief_application_form_fields_v0_1.docx,.docx,38257,noetfield,legal,active,classified
ic-01324,Sina Business/Noetfield/Code/noetfield-pack-v3.5.2.docx,noetfield-pack-v3.5.2.docx,.docx,50286,noetfield,ops,active,classified
ic-01325,Sina Business/Noetfield/Code/noetfield-pack-v3.5.2.zip,noetfield-pack-v3.5.2.zip,.zip,30230,noetfield,code,active,classified
ic-01326,Sina Business/Noetfield/Packs/Pack_B_Corporate_Bank_Board_v2.zip,Pack_B_Corporate_Bank_Board_v2.zip,.zip,112809,noetfield,code,active,classified
ic-01327,Sina Business/Noetfield/Packs/Pack_C_Nonprofit_Art_SystemChange_v2.zip,Pack_C_Nonprofit_Art_SystemChange_v2.zip,.zip,113150,noetfield,code,active,classified
ic-01328,Sina Business/Noetfield/Packs/Pack_A_Investor_FamilyOffice_v2.zip,Pack_A_Investor_FamilyOffice_v2.zip,.zip,113109,noetfield,code,active,classified
ic-01329,Sina Business/Noetfield/New/Online expanded.docx,Online expanded.docx,.docx,20760,noetfield,ops,draft,classified
ic-01330,Sina Business/Noetfield/New/Noetfield_Governance_Offering_Consolidated_v1.docx,Noetfield_Governance_Offering_Consolidated_v1.docx,.docx,39698,noetfield,spec,active,classified
ic-01331,Sina Business/Noetfield/New/Noetfield_Valuation_Logic_Note_6M_CAD_v1.docx,Noetfield_Valuation_Logic_Note_6M_CAD_v1.docx,.docx,39104,noetfield,ops,active,classified
ic-01332,Sina Business/Noetfield/New/Noetfield_Next_Implementation_Pack_Pricing_Page.docx,Noetfield_Next_Implementation_Pack_Pricing_Page.docx,.docx,40089,noetfield,ops,draft,classified
ic-01333,Sina Business/Noetfield/New/noetfield_presell_playbook_fa.docx,noetfield_presell_playbook_fa.docx,.docx,40264,noetfield,ops,draft,classified
ic-01334,Sina Business/Noetfield/New/noetfield-10-buyer-scenarios-model-a-v1.docx,noetfield-10-buyer-scenarios-model-a-v1.docx,.docx,39356,noetfield,ops,active,classified
ic-01335,Sina Business/Noetfield/New/Noetfield_Stage_B_Web_Copy_v2.docx,Noetfield_Stage_B_Web_Copy_v2.docx,.docx,37968,noetfield,ops,active,classified
ic-01336,Sina Business/Noetfield/New/noetfield_suite_rewrite_v0_EN.docx,noetfield_suite_rewrite_v0_EN.docx,.docx,39826,noetfield,ops,active,classified
ic-01337,Sina Business/Noetfield/New/noetfield-copilot-assets-A-D.pdf,noetfield-copilot-assets-A-D.pdf,.pdf,185046,noetfield,ops,draft,classified
ic-01338,Sina Business/Noetfield/New/noetfield_delivery_suite_v0_english.docx,noetfield_delivery_suite_v0_english.docx,.docx,40920,noetfield,ops,active,classified
ic-01339,Sina Business/Noetfield/New/Noetfield_Quick-Close_Kit_Vancouver_CA_v1.2.docx,Noetfield_Quick-Close_Kit_Vancouver_CA_v1.2.docx,.docx,39288,noetfield,ops,active,classified
ic-01340,Sina Business/Noetfield/New/noetfield-playbook-model-a-implementation-v1.docx,noetfield-playbook-model-a-implementation-v1.docx,.docx,38935,noetfield,ops,active,classified
ic-01341,Sina Business/Noetfield/New/Intake_Wiring_Map_v1.md,Intake_Wiring_Map_v1.md,.md,1450,noetfield,spec,active,classified
ic-01342,Sina Business/Noetfield/New/noetfield-fast-monetization-build-plan.docx,noetfield-fast-monetization-build-plan.docx,.docx,40329,noetfield,ops,draft,classified
ic-01343,Sina Business/Noetfield/New/Noetfield_Intake_Package_v1.docx,Noetfield_Intake_Package_v1.docx,.docx,41251,noetfield,spec,active,classified
ic-01344,Sina Business/Noetfield/New/noetfield_suite_v0_plan_FA.docx,noetfield_suite_v0_plan_FA.docx,.docx,39502,noetfield,ops,active,classified
ic-01345,Sina Business/Noetfield/New/Noetfield_Concept_Note_v1.docx,Noetfield_Concept_Note_v1.docx,.docx,39465,noetfield,ops,active,classified
ic-01346,Sina Business/Noetfield/New/Noetfield_Pricing_Support_Packages_Copy.docx,Noetfield_Pricing_Support_Packages_Copy.docx,.docx,39259,noetfield,ops,draft,classified
ic-01347,Sina Business/Noetfield/New/noetfield_pdf_path_A_B_C.docx,noetfield_pdf_path_A_B_C.docx,.docx,37526,noetfield,ops,draft,classified
ic-01348,Sina Business/Noetfield/New/noetfield_logo_pack.zip,noetfield_logo_pack.zip,.zip,4282008,noetfield,code,draft,classified
ic-01349,Sina Business/Noetfield/New/noetfield_golden_checklist_v1_1.docx,noetfield_golden_checklist_v1_1.docx,.docx,40395,noetfield,ops,active,classified
ic-01350,Sina Business/Noetfield/New/Noetfield_Trust_Ledger_Sample_1_Page_v1.docx,Noetfield_Trust_Ledger_Sample_1_Page_v1.docx,.docx,38364,noetfield,ops,active,classified
ic-01351,Sina Business/Noetfield/New/noetfield_presell_playbook_EN.docx,noetfield_presell_playbook_EN.docx,.docx,39808,noetfield,ops,draft,classified
ic-01352,Sina Business/Noetfield/New/Noetfield_Investor_One_Pager_v1.docx,Noetfield_Investor_One_Pager_v1.docx,.docx,39205,noetfield,marketing,active,classified
ic-01353,Sina Business/Noetfield/New/noetfield_roadmap_A_to_D.docx,noetfield_roadmap_A_to_D.docx,.docx,38749,noetfield,ops,draft,classified
ic-01354,Sina Business/Noetfield/New/Noetfield_AI_Trust_Brief_6_Week_Pilot_v2.docx,Noetfield_AI_Trust_Brief_6_Week_Pilot_v2.docx,.docx,38448,noetfield,marketing,active,classified
ic-01355,Sina Business/Noetfield/New/Noetfield_Trust_Brief_Sample_v1.docx,Noetfield_Trust_Brief_Sample_v1.docx,.docx,39229,noetfield,marketing,active,classified
ic-01356,Sina Business/Noetfield/New/Noetfield_Gate_Investor_First_v1.docx,Noetfield_Gate_Investor_First_v1.docx,.docx,39295,noetfield,ops,active,classified
ic-01357,Sina Business/Noetfield/New/noetfield_phaseA_presell_assets_build_plan_EN.docx,noetfield_phaseA_presell_assets_build_plan_EN.docx,.docx,39088,noetfield,ops,draft,classified
ic-01358,Sina Business/Noetfield/New/noetfield_delivery_suite_v0_execution_plan_EN.docx,noetfield_delivery_suite_v0_execution_plan_EN.docx,.docx,40162,noetfield,ops,active,classified
